,snapshot,component_charge,fieldtype_charge,field_charge,value_charge,mode_charge,component_discharge,fieldtype_discharge,field_discharge,value_discharge,mode_discharge
5085,t5086,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.0308454727716425,primal
5086,t5087,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.769916719727341,primal
5087,t5088,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.1376952973810992,primal
5088,t5089,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5089,t5090,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5090,t5091,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5091,t5092,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5092,t5093,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.646954368650956,primal
5093,t5094,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.784843759739858,primal
5094,t5095,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5095,t5096,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.493555748183977,primal
5096,t5097,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5097,t5098,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5098,t5099,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
5099,t5100,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5100,t5101,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5101,t5102,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5102,t5103,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5103,t5104,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5104,t5105,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5105,t5106,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.2887984193439035,primal
5106,t5107,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5107,t5108,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.6266886587401252,primal
5108,t5109,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5109,t5110,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5110,t5111,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5111,t5112,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5112,t5113,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5113,t5114,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5114,t5115,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5115,t5116,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5116,t5117,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.1064550361486347,primal
5117,t5118,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.9505575900574668,primal
5118,t5119,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.8683412503686867,primal
5119,t5120,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5120,t5121,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5121,t5122,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5122,t5123,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
5123,t5124,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5124,t5125,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5125,t5126,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5126,t5127,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5127,t5128,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5128,t5129,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5129,t5130,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5130,t5131,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5131,t5132,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.0857403570602706,primal
5132,t5133,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5133,t5134,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5134,t5135,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.8297467210237603,primal
5135,t5136,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5136,t5137,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5137,t5138,battery.charging,exp,in_electricity,4.155836912826873,primal,battery.discharging,exp,in_electricity,0.0,primal
5138,t5139,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5139,t5140,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5140,t5141,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5141,t5142,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.8963831258931303,primal
5142,t5143,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5143,t5144,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5144,t5145,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5145,t5146,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5146,t5147,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5147,t5148,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
5148,t5149,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5149,t5150,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5150,t5151,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5151,t5152,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5152,t5153,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5153,t5154,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.3860576308589327,primal
5154,t5155,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.8454914945799104,primal
5155,t5156,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.7591208601109756,primal
5156,t5157,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5157,t5158,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5158,t5159,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.6196547331728683,primal
5159,t5160,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5160,t5161,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5161,t5162,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.2796604460562637,primal
5162,t5163,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5163,t5164,battery.charging,exp,in_electricity,1.1283519736493381,primal,battery.discharging,exp,in_electricity,0.0,primal
5164,t5165,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.2615301981748317,primal
5165,t5166,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.1369259949890234,primal
5166,t5167,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.7317605829585438,primal
5167,t5168,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5168,t5169,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5169,t5170,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5170,t5171,battery.charging,exp,in_electricity,0.9816343822708857,primal,battery.discharging,exp,in_electricity,0.0,primal
5171,t5172,battery.charging,exp,in_electricity,4.219781124028278,primal,battery.discharging,exp,in_electricity,0.0,primal
5172,t5173,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5173,t5174,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5174,t5175,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5175,t5176,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5176,t5177,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5177,t5178,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5178,t5179,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5179,t5180,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,6.768216513593263,primal
5180,t5181,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5181,t5182,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5182,t5183,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.484131661342774,primal
5183,t5184,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.35797654378665,primal
5184,t5185,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5185,t5186,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5186,t5187,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5187,t5188,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5188,t5189,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5189,t5190,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5190,t5191,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5191,t5192,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5192,t5193,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5193,t5194,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5194,t5195,battery.charging,exp,in_electricity,0.44739840257007657,primal,battery.discharging,exp,in_electricity,0.0,primal
5195,t5196,battery.charging,exp,in_electricity,4.134590582043921,primal,battery.discharging,exp,in_electricity,0.0,primal
5196,t5197,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5197,t5198,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5198,t5199,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5199,t5200,battery.charging,exp,in_electricity,0.6194265216851669,primal,battery.discharging,exp,in_electricity,0.0,primal
5200,t5201,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5201,t5202,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5202,t5203,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.331718117627714,primal
5203,t5204,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,6.816958030009722,primal
5204,t5205,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5205,t5206,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5206,t5207,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.4616485710852474,primal
5207,t5208,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5208,t5209,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
5209,t5210,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5210,t5211,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5211,t5212,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5212,t5213,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5213,t5214,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5214,t5215,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5215,t5216,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5216,t5217,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.8334048774556693,primal
5217,t5218,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5218,t5219,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5219,t5220,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5220,t5221,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5221,t5222,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5222,t5223,battery.charging,exp,in_electricity,3.065244241192647,primal,battery.discharging,exp,in_electricity,0.0,primal
5223,t5224,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.996552954935997,primal
5224,t5225,battery.charging,exp,in_electricity,1.0224417584708245,primal,battery.discharging,exp,in_electricity,0.0,primal
5225,t5226,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5226,t5227,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5227,t5228,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5228,t5229,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5229,t5230,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.862222295840189,primal
5230,t5231,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5231,t5232,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.053264782243842,primal
5232,t5233,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5233,t5234,battery.charging,exp,in_electricity,3.404829441511646,primal,battery.discharging,exp,in_electricity,0.0,primal
5234,t5235,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5235,t5236,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5236,t5237,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.5491334704926083,primal
5237,t5238,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5238,t5239,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5239,t5240,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5240,t5241,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5241,t5242,battery.charging,exp,in_electricity,0.2576861591353592,primal,battery.discharging,exp,in_electricity,0.0,primal
5242,t5243,battery.charging,exp,in_electricity,3.9170746082425505,primal,battery.discharging,exp,in_electricity,0.0,primal
5243,t5244,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5244,t5245,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5245,t5246,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5246,t5247,battery.charging,exp,in_electricity,1.026654738921251,primal,battery.discharging,exp,in_electricity,0.0,primal
5247,t5248,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5248,t5249,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5249,t5250,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.9154870780840305,primal
5250,t5251,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5251,t5252,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5252,t5253,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5253,t5254,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5254,t5255,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5255,t5256,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5256,t5257,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5257,t5258,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5258,t5259,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5259,t5260,battery.charging,exp,in_electricity,5.20141550629916,primal,battery.discharging,exp,in_electricity,0.0,primal
5260,t5261,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.919127176170921,primal
5261,t5262,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5262,t5263,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5263,t5264,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5264,t5265,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.9963599019131114,primal
5265,t5266,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5266,t5267,battery.charging,exp,in_electricity,4.993733186604543,primal,battery.discharging,exp,in_electricity,0.0,primal
5267,t5268,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5268,t5269,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5269,t5270,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5270,t5271,battery.charging,exp,in_electricity,0.2076823196946207,primal,battery.discharging,exp,in_electricity,0.0,primal
5271,t5272,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5272,t5273,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.8891412832991774,primal
5273,t5274,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.7883465077776677,primal
5274,t5275,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.1649938568429734,primal
5275,t5276,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,5.659545303859803,primal
5276,t5277,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5277,t5278,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.0244752638653427,primal
5278,t5279,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.778660143716379,primal
5279,t5280,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5280,t5281,battery.charging,exp,in_electricity,4.768007369346317,primal,battery.discharging,exp,in_electricity,0.0,primal
5281,t5282,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5282,t5283,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5283,t5284,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5284,t5285,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.676962154938803,primal
5285,t5286,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5286,t5287,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5287,t5288,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5288,t5289,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.8160909253206129,primal
5289,t5290,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5290,t5291,battery.charging,exp,in_electricity,5.201415506299163,primal,battery.discharging,exp,in_electricity,0.0,primal
5291,t5292,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5292,t5293,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5293,t5294,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5294,t5295,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5295,t5296,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5296,t5297,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.000033764078176,primal
5297,t5298,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5298,t5299,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5299,t5300,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5300,t5301,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5301,t5302,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,1.9154533140058556,primal
5302,t5303,battery.charging,exp,in_electricity,2.714748888290852,primal,battery.discharging,exp,in_electricity,0.0,primal
5303,t5304,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.6460099111969697,primal
5304,t5305,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5305,t5306,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5306,t5307,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5307,t5308,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5308,t5309,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5309,t5310,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5310,t5311,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5311,t5312,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,6.540611994542857,primal
5312,t5313,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5313,t5314,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5314,t5315,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5315,t5316,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5316,t5317,battery.charging,exp,in_electricity,4.068427031474383,primal,battery.discharging,exp,in_electricity,0.0,primal
5317,t5318,battery.charging,exp,in_electricity,1.1329884748247783,primal,battery.discharging,exp,in_electricity,0.0,primal
5318,t5319,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5319,t5320,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5320,t5321,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5321,t5322,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5322,t5323,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5323,t5324,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5324,t5325,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,3.10141739496888,primal
5325,t5326,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,7.6948376406386565,primal
5326,t5327,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.8140696831151502,primal
5327,t5328,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5328,t5329,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5329,t5330,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5330,t5331,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5331,t5332,battery.charging,exp,in_electricity,2.3168734509697035,primal,battery.discharging,exp,in_electricity,0.0,primal
5332,t5333,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5333,t5334,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,2.2582089049549534,primal
5334,t5335,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5335,t5336,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5336,t5337,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5337,t5338,battery.charging,exp,in_electricity,0.0,primal,battery.discharging,exp,in_electricity,0.0,primal
5338,t5339,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,2.2403830344268894,primal
5339,t5340,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
5340,t5341,battery.charging,exp,in_electricity,7.5,primal,battery.discharging,exp,in_electricity,0.0,primal
